CURSO,CURRICULO,COD_DISCIPLINA,NOME,SITUACAO_CURRICULO,TIPO,CH,ESTAGIO_CONCLUINTE,PERIODO_IDEAL
11104120,2001,1112094,METODOS E TEC DE ESTUDO (SDI),I,Normais,60,
11104120,2001,1112056,METODOS E TECN ESTUDO E PESQ,I,Normais,60,
11104120,2001,1112110,MODELO VIVO  (SDI),I,Normais,60,
11104120,2001,1105063,MODELOS FÍSICOS,I,Normais,60,
11104120,2001,1112057,MODELOS FÍSICOS,I,Normais,60,
11104120,2001,1112145,MODELOS TRIDIMENSIONAIS,A,Normais,60,3
11104120,2001,1112058,MODELOS TRIDIMENSIONAIS (SDI),I,Normais,60,
11104120,2001,1105044,NOC CIEN SOC APL DES INDUSTR,I,Normais,30,
11104120,2001,1105043,NOC ECON APL DES INDUSTRIAL,I,Normais,30,
11104120,2001,1112059,NOCOES DE CIENC SOC APL AO DI,I,Normais,30,
11104120,2001,1303085,NOCOES DE ECONOMIA APLIC AO DESIGN,A,Normais,30,6
11104120,2001,1112060,NOCOES DE ECONOMIA APLIC AO DI,I,Normais,30,
11104120,2001,1303083,NOCOES DE ECONOMIA APLIC AO DI,I,Normais,30,
11104120,2001,1112146,NOCOES DE SOCIOLOGIA E ANTROPOLOGIA,A,Normais,60,5
11104120,2001,1112102,NOCOES DE TECNOLOGIA APROPRIADA (SDI),I,Normais,30,
11104120,2001,1112061,NOCOES SOCIOLOGIA ANTROPOLOGIA,I,Normais,60,
11104120,2001,1112191,OFICINA DE ENCADERNACAO,A,Normais,30,
11104120,2001,1112117,OFICINA DE ENCADERNACAO (SDI),I,Normais,30,
11104120,2001,1112062,OFICINA DE ILUSTRACAO,I,Normais,60,
11104120,2001,1112192,OFICINA DE MARMORIZACAO,A,Normais,15,
11104120,2001,1112109,OFICINA DE MARMORIZACAO (SDI),I,Normais,15,
11104120,2001,1105072,OFICINA DE METAIS,I,Normais,30,
11104120,2001,1112063,OFICINA DE METAIS,I,Normais,30,
11104120,2001,1112106,OFICINA DE MOCK UP  (SDI),I,Normais,30,
11104120,2001,1112193,OFICINA DE MOCK-UP,A,Normais,30,
11104120,2001,1105066,OFICINA DE MODELAGEM I,I,Normais,30,
11104120,2001,1112064,OFICINA DE MODELAGEM I,I,Normais,30,
11104120,2001,1105067,OFICINA DE MODELAGEM II,I,Normais,30,
11104120,2001,1112065,OFICINA DE MODELAGEM II,I,Normais,30,
11104120,2001,1105071,OFICINA GRAFICA,I,Normais,60,
11104120,2001,1112066,OFICINA GRAFICA,I,Normais,60,
11104120,2001,1112194,OFICINA GRAFICA,A,Normais,60,
11104120,2001,1105100,OFICINA MECÂNICA,I,Normais,30,
11104120,2001,1105006,OFICINA MECÂNICA I,I,Normais,30,
11104120,2001,1112067,OFICINA MECÂNICA I,I,Normais,30,
11104120,2001,1105237,PERCEPCAO DA FORMA,I,Normais,60,
11104120,2001,1112202,PERCEPCAO DA FORMA,A,Normais,60,2
11104120,2001,1112068,PERCEPCAO DA FORMA (SDI),I,Normais,60,
11104120,2001,1112069,PROBABILIDADE E ESTATÍSTICA,I,Normais,60,
11104120,2001,1105048,PROCESSO DE FABRICACAO I,I,Normais,30,
11104120,2001,1105049,PROCESSO DE FABRICACAO II,I,Normais,30,
11104120,2001,1105323,PROCESSOS DE FABRICAÇÃO,A,Normais,60,5
11104120,2001,1105013,PROG E CONTROLE DA PRODUCAO,A,Normais,60,
11104120,2001,1112071,PROJETO DE CONCLUSAO DE CURSO,I,Trabalho de Graduação,60,
11104120,2001,1112124,PROJETO DE DESIGN II (SDI),I,Normais,60,
11104120,2001,1112119,PROJETO DE DESIGN (SDI),I,Normais,60,
11104120,2001,1112147,PROJETO DE PRODUTO I,A,Normais,60,5
11104120,2001,1112148,PROJETO DE PRODUTO II,A,Normais,60,6
11104120,2001,1112149,PROJETO DE PRODUTO III,A,Normais,60,7
11104120,2001,1112195,PROJETO EXPERIMENTAL,A,Normais,30,
11104120,2001,1112104,PROJETO EXPERIMENTAL (SDI),I,Normais,30,
11104120,2001,1112072,PROJETO I (SDI),I,Normais,120,
11104120,2001,1112073,PROJETO II (SDI),I,Normais,90,
11104120,2001,1112074,PROJETO III (SDI),I,Normais,60,
11104120,2001,1112196,PROJETO PROFISSIONAL,A,Normais,60,
11104120,2001,1112075,PROJETO PROFISSIONAL (SDI),I,Normais,60,
11104120,2001,1112108,PROJETO REPENTINA (SDI),I,Normais,15,
11104120,2001,1105177,SDI (  INT COMP AP AO DESIGN),I,Normais,30,
11104120,2001,1105272,SDI (ANÁLISE ERGONÔMICA),I,Normais,30,
11104120,2001,1105195,SDI (COMPUTAÇÃO APLICADA),I,Normais,60,
11104120,2001,1105172,SDI (COR),I,Normais,60,
11104120,2001,1105250,SDI (COR APLICADA AO PRODUTO),I,Normais,60,
11104120,2001,1105229,SDI (DES OBS E MODELO VIVO),I,Normais,90,
11104120,2001,1112210,SDI (DESENHO A MAO LIVRE),A,Normais,60,
11104120,2001,1105239,SDI (DESENHO E PERSPECTIVA),I,Normais,90,
11104120,2001,1105076,SDI (DESENHO TÉCNICO),I,Normais,30,
11104120,2001,1105232,SDI (DESIGN DE AUTOMOVEIS),I,Normais,60,
11104120,2001,1105266,SDI (DESIGN DE INTERIORES),I,Normais,45,
11104120,2001,1112207,SDI (DESIGN DE VESTUARIO),A,Normais,60,
11104120,2001,1112217,SDI (DESIGN URBANO II),A,Normais,60,
11104120,2001,1105219,SDI (DIAGRAMACAO E DESENHO),I,Normais,60,
11104120,2001,1105086,SDI (EMBALAGEM),I,Normais,30,
11104120,2001,1105173,SDI (ENCADERNACAO),I,Normais,60,
11104120,2001,1105256,SDI (ERGONOMIA),I,Normais,120,
11104120,2001,1105131,SDI (ESTETICA),I,Normais,60,
11104120,2001,1105220,SDI (EXP. BIDIMENSIONAL),I,Normais,90,
11104120,2001,1105218,SDI (EXP. TRIDIMENSIONAL),I,Normais,90,
11104120,2001,1105130,SDI (FASHION DESIGN),I,Normais,60,
11104120,2001,1105244,SDI (FÍSICA),I,Normais,60,
11104120,2001,1105238,SDI (FOTOG. USOS E APLICACOES),I,Normais,60,
11104120,2001,1105257,SDI (FOTOGRAFIA),I,Normais,120,
11104120,2001,1105193,SDI (FOTOGRAFIA DO PRODUTO),I,Normais,60,
11104120,2001,1105271,SDI (GERENCIAMENTO DE DESIGN),I,Normais,30,
11104120,2001,1105228,SDI (HIST IND E DO D. BRASIL),I,Normais,30,
11104120,2001,1105249,SDI (HISTÓRIA DA ARTE),I,Normais,60,
11104120,2001,1105174,SDI (HISTÓRIA DO D. INDUSTRIAL),I,Normais,30,
11104120,2001,1112214,SDI (HISTÓRIA DO VESTUÁRIO OCIDENTAL),A,Normais,60,
11104120,2001,1105217,SDI (IMAGEM E TEXTO),I,Normais,60,
11104120,2001,1105247,SDI (INT A METODOL E PROJETO),I,Normais,60,
11104120,2001,1105277,SDI (LAY-OUT DA PRODUCAO),I,Normais,30,
11104120,2001,1105233,SDI (LAY-OUT INDUSTRIAL),I,Normais,60,
11104120,2001,1105235,SDI (MARKETING QUAL PRODUTO),I,Normais,45,
11104120,2001,1105236,SDI (MATEMÁTICA),I,Normais,60,
11104120,2001,1112206,SDI (MATERIAIS EXPRESSIVOS & DESIGN),A,Normais,60,
11104120,2001,1105241,SDI (METOD. BI-TRIDIMENSIONAL),I,Normais,90,
11104120,2001,1105230,SDI (MODELOS TRIDIMENSIONAIS),I,Normais,90,
11104120,2001,1105191,SDI (OFICINA DE ILUSTRACAO),I,Normais,60,
11104120,2001,1105197,SDI (OFICINA DE MODELO),I,Normais,60,
11104120,2001,1105252,SDI (PERCEPCAO DA FORMA),I,Normais,60,
11104120,2001,1105192,SDI (PERSPECTIVA),I,Normais,60,
11104120,2001,1105240,SDI (PROBAB. E ESTATÍSTICA),I,Normais,60,
11104120,2001,1105234,SDI (PROJ EXPERIMENTAL),I,Normais,60,
11104120,2001,1105259,SDI (PROJETO I),I,Normais,120,
11104120,2001,1105265,SDI (PROJETO II),I,Normais,90,
11104120,2001,1105281,SDI (PROJETO III),I,Normais,60,
11104120,2001,1112209,SDI (RENDERING DIGITAL),A,Normais,60,
11104120,2001,1105194,SDI (REPRES. BIDIMENSIONAL),I,Normais,60,
11104120,2001,1112211,SDI (SISTEMAS ESTRUTURAIS ),A,Normais,60,
11104120,2001,1105264,SDI (SISTEMAS FUNCIONAIS),I,Normais,30,
11104120,2001,1112212,SDI (SISTEMÁTICA DO TCC/DESIGN),A,Normais,30,
11104120,2001,1105242,SDI (TEC. DE ACABAMENTO),I,Normais,60,
11104120,2001,1105196,SDI (TÉCNICAS DE ESTUDOS),I,Normais,60,
11104120,2001,1105175,SDI (TÉCNICAS DE ILUSTRAÇÃO),I,Normais,45,
11104120,2001,1105270,SDI (TEORIA DA COMUNICACAO),I,Normais,60,
11104120,2001,1105089,SDI (TEORIA/COR),I,Normais,30,
11104120,2001,1112216,SDI(DESIGN NO CONTEXTO DE MERCADO),A,Normais,120,
11104120,2001,1112213,SDI(DESIGN URBANO),A,Normais,60,
11104120,2001,1112204,SDI(DI:INDUSTRIA CULTURAL E CONSUMO),A,Normais,45,
11104120,2001,1105279,SDI(ECOLOGIA APLIC. AO DESIGN),I,Normais,30,
11104120,2001,1105254,SDI(EST BID TEC M EXPRESSIVOS),I,Normais,90,
11104120,2001,1105255,SDI(EST TRI TEC M EXPRESSIVOS),I,Normais,90,
11104120,2001,1112128,SDI(EST.SUP.III - DESIGN ENTORNO),I,Normais,50,
11104120,2001,1105282,SDI(HIST. DESIGN E TECNOL. II),I,Normais,30,
11104120,2001,1105258,SDI(HIST DO DI E TECNOLOGIA),I,Normais,30,
11104120,2001,1112127,SDI(HISTÓRIA DO DESIGN),I,Normais,60,
11104120,2001,1112208,SDI(INTROD AO DESIGN DE INTERFACE NA WEB,A,Normais,60,
11104120,2001,1105278,SDI(MARKETING APLICADO AO DI),I,Normais,60,
11104120,2001,1105248,SDI(METODOS TEC DE EST E PESQ),I,Normais,60,
11104120,2001,1105280,SDI(NOCOES DE SOCIOL E ANTROP),I,Normais,60,
11104120,2001,1112205,SDI(SISTEMA CAE/CAD/CAM APL DES INDUST),A,Normais,60,
11104120,2001,1105179,SDI(TEC DE REPR TRIDIMENSIONAL,I,Normais,60,
11104120,2001,1105267,SDI(TEC.DE APRES. DE PROJETO),I,Normais,60,
11104120,2001,1105132,SEM (COMPUT GRAFICA),I,Normais,60,
11104120,2001,1105120,SEM DE DES INDUSTRIAL(MDP),I,Normais,30,
11104120,2001,1105133,SEM DES IND (INT PROJ DE PROD),I,Normais,60,
11104120,2001,1105178,SEM DES IND.(LEV. FOTOGRAFICO),I,Normais,60,
11104120,2001,1105176,SEM. DES. INDUST. (EXP.TRIDIM),I,Normais,60,
11104120,2001,1105148,SEM. DESENHO INDUST.(BI0NICA),I,Normais,30,
11104120,2001,1105216,SEM. MET. DES. PROJ.DES INDUST,I,Normais,60,
11104120,2001,1105117,SEMIN DE DES INDUST ( T R G),I,Normais,30,
11104120,2001,1105126,SEMINARIO DE DES INDUST (TAP),I,Normais,60,
11104120,2001,1112197,SEMINARIO DE DESIGN INDUSTRIAL - SDI,A,Normais,60,
11104120,2001,1112164,SEMINARIO DE DIREITOS HUMANOS,A,Normais,15,
11104120,2001,1105127,SIST. CAD/CAE/CAM-APLIC. P.MEC,A,Normais,60,
11104120,2001,1112150,SISTEMAS FUNCIONAIS,A,Normais,30,4
11104120,2001,1112077,SISTEMAS FUNCIONAIS (SDI),I,Normais,30,
11104120,2001,1305190,SOCIOLOGIA DO CONSUMO,A,Normais,45,
11104120,2001,1411166,TE (EMPREENDEDORISMO),I,Normais,60,
11104120,2001,1112084,TÉC. ACAB. MODELOS TRID. - SDI,I,Normais,60,
11104120,2001,1112122,TEC DE ILUSTRACAO - RENDERING (SDI),I,Normais,30,
11104120,2001,1112097,TEC REPRES BIDIMENSIONAL,I,Normais,30,
11104120,2001,1112078,TÉCNICAS DE APRESENTAÇÃO DE PROJETO,I,Normais,60,
11104120,2001,1112165,TÉCNICAS DE APRESENTAÇÃO DE PROJETOS,A,Normais,30,4
11104120,2001,1112177,TÉCNICAS DE ILUSTRAÇÃO,A,Normais,60,
11104120,2001,1112079,TÉCNICAS DE ILUSTRAÇÃO (SDI),I,Normais,45,,
11104120,2001,1112151,TÉCNICAS DE REPRESENTAÇÃO BIDIMENSIONAL,A,Normais,60,,2
11104120,2001,1112080,TÉCNICAS REPRES. BIDIMENSIONAL,I,Normais,90,,
11104120,2001,1112199,"TED(DES INDUSTRIAL, DESENV. E SUSTENTAB)",A,Normais,60,,
11104120,2001,1112081,TEORIA DA COMUNICACAO,I,Normais,60,,
11104120,2001,1112152,TEORIA DA COMUNICACAO,A,Normais,60,,5
11104120,2001,1105045,TEORIA DA INFORMACAO,I,Normais,30,,
11104120,2001,1112082,TEORIA DA INFORMACAO,I,Normais,30,,
11104120,2001,1105047,TEORIA DOS MATERIAIS,I,Normais,60,,
11104120,2001,1106031,TEORIA DOS MATERIAIS,I,Normais,60,,
11104120,2001,1106069,TEORIA DOS MATERIAIS,A,Normais,60,,5
11104120,2001,1112153,TEORIA E PRÁTICA DA COR,A,Normais,60,,4
11104120,2001,1112083,TEORIA E PRÁTICA DA COR (SDI),I,Normais,60,,
11104120,2001,1112198,TIPOGRAFIA CRIATIVA,A,Normais,30,,
11104120,2001,1112107,TIPOGRAFIA CRIATIVA (SDI),I,Normais,30,,
11104120,2001,1112166,TRABALHO DE CONCLUSAO DE CURSO,A,Trabalho de Graduação,75,,8
11104120,2001,1112095,TRAT IMAGEM DIGITALIZADA (SDI),I,Normais,30,,
11104120,2001,1112200,TRATAMENTO DE IMAGEM DIGITALIZADA,A,Normais,60,,
11104120,2001,1304012,VOLEIBOL - MASC/FEM,A,Normais,30,,
11104120,2001,1304024,VOLEIBOL - MAS/FEM,A,Normais,30,,
11104120,2013,1112232,ANALISE DA FORMA,A,Normais,60,,3
11104120,2013,1112179,ANÁLISE ERGÔNOMICA,I,Normais,60,,
11104120,2013,1112264,ATIVIDADES COMPLEMENTARES FLEXIVEIS,A,Normais,120,9,7
11104120,2013,1112154,COMPUTAÇÃO APLICADA AO DESIGN,I,Normais,60,,
11104120,2013,1112231,COMPUTACAO GRAFICA,A,Normais,60,,3
11104120,2013,1112180,COR APLICADA AO DESIGN DE INTERIORES,I,Normais,60,,
11104120,2013,1112181,COR APLICADA AO DESIGN DE PRODUTO,I,Normais,60,,
11104120,2013,1305411,CULTURA MATERIAL,A,Normais,60,,6
11104120,2013,1112238,DESENHO ASSISTIDO POR COMPUTADOR I,A,Normais,60,,4
11104120,2013,1112244,DESENHO ASSISTIDO POR COMPUTADOR II,A,Normais,60,,5
11104120,2013,1112250,DESENHO AVANCADO,A,Normais,60,,6
11104120,2013,1112156,DESENHO DE OBSERVAÇÃO,I,Normais,60,,
11104120,2013,1105324,DESENHO GEOMETRICO,I,Normais,60,,
11104120,2013,1113001,DESENHO GEOMETRICO,I,Normais,60,,
11104120,2013,1112219,DESENHO I,A,Normais,60,,1
11104120,2013,1112225,DESENHO II,A,Normais,60,,2
11104120,2013,1113057,DESENHO TÉCNICO,A,Normais,60,,2
11104120,2013,1105325,DESENHO TÉCNICO E PERSPECTIVA,I,Normais,60,
11104120,2013,1113013,DESENHO TÉCNICO E PERSPECTIVA,I,Normais,60,
11104120,2013,1112183,DESIGN - DA IDEIA AO MERCADO,I,Normais,30,
11104120,2013,1112167,DESIGN & INOVAÇÃO TECNOLÓGICA,I,Normais,30,
11104120,2013,1112256,DESIGN E DESENVOLVIMENTO,A,Normais,60,6
11104120,2013,1112255,DESIGN E ECOLOGIA,A,Normais,60,6
11104120,2013,1112257,DESIGN E EMOCAO,A,Normais,60,6
11104120,2013,1112261,DESIGN ESTRATEGICO,A,Normais,60,6
11104120,2013,1112259,DESIGN URBANO I,A,Normais,60,6
11104120,2013,1112260,DESIGN URBANO II,A,Normais,60,6
11104120,2013,1112129,ECOLOGIA APLICADA AO DESIGN,I,Normais,30,
11104120,2013,1112172,EMPREENDEDORISMO,I,Normais,60,
11104120,2013,1112252,EMPREENDEDORISMO,A,Normais,60,6
11104120,2013,1112203,ERGONOMIA,I,Normais,60,
11104120,2013,1112241,ERGONOMIA,A,Normais,60,4
11104120,2013,1112130,ERGONOMIA & DESIGN,I,Normais,60,
11104120,2013,1112131,ESTAGIO SUP I - DESIGN VERNACULAR,I,Estágio Supervisionado,50,
11104120,2013,1112132,ESTAGIO SUP II - DESIGN & TECNOLOGIA,I,Estágio Supervisionado,50,
11104120,2013,1112133,ESTAGIO SUP III - DESIGN ENTORNO LOCAL,I,Estágio Supervisionado,50,
11104120,2013,1112135,ESTAGIO SUP V - DESIGN & USABILIDADE,I,Estágio Supervisionado,50,
11104120,2013,1112136,ESTAGIO SUP VI - DESIGN & MERCADO,I,Estágio Supervisionado,50,
11104120,2013,1112137,ESTAGIO SUP VII - ECO DESIGN,I,Estágio Supervisionado,50,
11104120,2013,1112138,ESTAGIO SUP VIII - DESIGN NA EMPRESA,I,Estágio Supervisionado,50,
11104120,2013,1112245,ESTETICA,A,Normais,60,5
11104120,2013,1112201,ESTETICA APLICADA AO DESIGN,I,Normais,60,
11104120,2013,1113019,EXPRESSAO GRAFICA,A,Normais,60,1
11104120,2013,1112139,EXPRESSAO TRIDIMENSIONAL I,I,Normais,60,
11104120,2013,1112221,EXPRESSAO TRIDIMENSIONAL I,A,Normais,60,1
11104120,2013,1112157,EXPRESSAO TRIDIMENSIONAL II,I,Normais,60,
11104120,2013,1112227,EXPRESSAO TRIDIMENSIONAL II,A,Normais,60,2
11104120,2013,1112158,FOTOGRAFIA,I,Normais,60,
11104120,2013,1112173,FOTOGRAFIA DO PRODUTO,A,Normais,60,
11104120,2013,1105326,GEOMETRIA DESCRITIVA,I,Normais,60,
11104120,2013,1113007,GEOMETRIA DESCRITIVA,I,Normais,60,
11104120,2013,1113008,GEOMETRIA DESCRITIVA,I,Normais,60,
11104120,2013,1112263,GESTAO INTEGRADA DO DESIGN,A,Normais,60,6
11104120,2013,1112140,HISTÓRIA DA ARTE,I,Normais,60,
11104120,2013,1112220,HISTORIA DA ARTE E DO DESIGN,A,Normais,60,1
11104120,2013,1112141,HISTÓRIA DO DESIGN,I,Normais,60,
11104120,2013,1112226,HISTORIA DO DESIGN INDUSTRIAL,A,Normais,30,2
11104120,2013,1112142,IMAGEM & TEXTO,I,Normais,60,
11104120,2013,1112248,INOVACAO EM DESIGN,A,Normais,60,5
11104120,2013,1112247,INTERAÇÃO USUARIO-PRODUTO,A,Normais,60,5
11104120,2013,1112240,INTRODUÇÃO À SOCIOLOGIA E À ANTROPOLOGIA,A,Normais,60,4
11104120,2013,1112189,INTRODUÇÃO AO TCC/DESIGN,I,Normais,30,
11104120,2013,1112162,LEGISLACAO E NORMAS,I,Normais,30,
11104120,2013,1304207,LIBRAS,A,Normais,60,6
11104120,2013,1112163,MARKETING & GERENCIAMENTO EM DESIGN,I,Normais,60,
11104120,2013,1112262,MARKETING APLICADO AO DESIGN,A,Normais,60,6
11104120,2013,1112222,MATERIAIS E PROCESSOS DE FABRICACAO I,A,Normais,60,1
11104120,2013,1112228,MATERIAIS E PROCESSOS DE FABRICACAO II,A,Normais,60,2
11104120,2013,1112242,METODOLOGIA CIENTIFICA,A,Normais,30,4
11104120,2013,1112159,METODOLOGIA CIENTÍFICA I,I,Normais,60,
11104120,2013,1112160,METODOLOGIA CIENTÍFICA II,I,Normais,60,
11104120,2013,1112235,METODOLOGIA DE PROJETO,A,Normais,60,3
11104120,2013,1112143,METODOLOGIA PARA PROJETO,I,Normais,60,
11104120,2013,1112239,METODOLOGIA VISUAL,A,Normais,90,4
11104120,2013,1112144,METODOLOGIA VISUAL BI E TRIDIMENSIONAL,I,Normais,60,
11104120,2013,1112145,MODELOS TRIDIMENSIONAIS,I,Normais,60,
11104120,2013,1112234,MODELOS TRIDIMENSIONAIS,A,Normais,60,3
11104120,2013,1303085,NOCOES DE ECONOMIA APLIC AO DESIGN,I,Normais,30,
11104120,2013,1112146,NOCOES DE SOCIOLOGIA E ANTROPOLOGIA,I,Normais,60,
11104120,2013,1112202,PERCEPCAO DA FORMA,I,Normais,60,
11104120,2013,1105323,PROCESSOS DE FABRICAÇÃO,I,Normais,60,
11104120,2013,1112147,PROJETO DE PRODUTO I,I,Normais,60,
11104120,2013,1112148,PROJETO DE PRODUTO II,I,Normais,60,
11104120,2013,1112149,PROJETO DE PRODUTO III,I,Normais,60,
11104120,2013,1112253,PROJETO DE TCC,A,Normais,30,6
11104120,2013,1112218,PROJETO I,A,Normais,60,1
11104120,2013,1112224,PROJETO II,A,Normais,60,2
11104120,2013,1112230,PROJETO III,A,Normais,60,3
11104120,2013,1112237,PROJETO IV,A,Normais,60,4
11104120,2013,1112243,PROJETO V,A,Normais,60,5
11104120,2013,1112249,PROJETO VI,A,Normais,60,6
11104120,2013,1112229,REGISTRO E ANALISE DA IMAGEM,A,Normais,60,,2
11104120,2013,1112217,SDI (DESIGN URBANO II),I,Normais,60,,
11104120,2013,1112209,SDI (RENDERING DIGITAL),I,Normais,60,,
11104120,2013,1112216,SDI(DESIGN NO CONTEXTO DE MERCADO),I,Normais,120,,
11104120,2013,1112213,SDI(DESIGN URBANO),I,Normais,60,,
11104120,2013,1112205,SDI(SISTEMA CAE/CAD/CAM APL DES INDUST),I,Normais,60,,
11104120,2013,1112258,SEMANTICA E DESIGN,A,Normais,60,,6
11104120,2013,1112197,SEMINARIO DE DESIGN INDUSTRIAL - SDI,I,Normais,60,,
11104120,2013,1112246,SEMIOTICA E SEMANTICA DO PRODUTO,A,Normais,60,,5
11104120,2013,1112223,TÉCNICAS DE APRESENTAÇÃO DE PROJETO I,A,Normais,30,,1
11104120,2013,1112236,TÉCNICAS DE APRESENTAÇÃO DE PROJETO II,A,Normais,30,,3
11104120,2013,1112165,TÉCNICAS DE APRESENTAÇÃO DE PROJETOS,I,Normais,30,,
11104120,2013,1112151,TÉCNICAS DE REPRESENTAÇÃO BIDIMENSIONAL,I,Normais,60,,
11104120,2013,1112152,TEORIA DA COMUNICACAO,I,Normais,60,,
11104120,2013,1106069,TEORIA DOS MATERIAIS,I,Normais,60,,
11104120,2013,1112153,TEORIA E PRÁTICA DA COR,I,Normais,60,,
11104120,2013,1112233,TEORIA E PRÁTICA DA COR,A,Normais,60,,3
11104120,2013,1112083,TEORIA E PRÁTICA DA COR (SDI),I,Normais,60,,
11104120,2013,1112251,TEORIAS DO DESIGN,A,Normais,60,,6
11104120,2013,1112166,TRABALHO DE CONCLUSAO DE CURSO,A,Trabalho de Graduação,75,,
11104120,2013,1112254,TRABALHO DE CONCLUSAO DE CURSO,A,Trabalho de Graduação,120,9,7
11104120,2013,1112200,TRATAMENTO DE IMAGEM DIGITALIZADA,I,Normais,60,,
11105100,1995,1109049,ALGEBRA LINEAR I,I,Normais,60,,
11105100,1995,1109035,ALGEBRA VETORIAL E GEOMETRIA ANALÍTICA,I,Normais,60,,
11105100,1995,1304027,ATLETISMO - MASC,I,Normais,30,,
11105100,1995,1304122,BASQUETE   MASC/FEM,I,Normais,30,,
11105100,1995,1304025,BASQUETEBOL - FEM,I,Normais,30,,
11105100,1995,1304013,BASQUETEBOL - MASC,I,Normais,30,,
11105100,1995,1502085,BIOLOGIA,I,Normais,60,,
11105100,1995,1502008,BIOLOGIA GERAL,I,Normais,60,,
11105100,1995,1109050,CALCULO DIFERENCIAL E INTEGRAL I,I,Normais,90,,
11105100,1995,1109053,CALCULO DIFERENCIAL E INTEGRAL II,I,Normais,60,,
11105100,1995,1109051,CALCULO DIFERENCIAL E INTEGRAL III,I,Normais,90,,
11105100,1995,1411075,CALCULO NUMERICO,I,Normais,60,,
11105100,1995,1503038,CIÊNCIAS DO AMBIENTE,I,Normais,45,,
11105100,1995,1503070,CIÊNCIAS DO AMBIENTE,I,Normais,60,,
11105100,1995,1503101,COMPLEMENTO - CIÊNCIAS DO AMBIENTE,I,Normais,15,,
11105100,1995,1303021,ECONOMIA,I,Normais,60,
11105100,1995,1304009,EDUCAÇÃO FÍSICA,I,Normais,30,
11105100,1995,1501035,ELEM. DE ASTRONOMIA E CARTOGRAFIA,I,Normais,60,
11105100,1995,1108040,ELETROMAGNETISMO I,I,Normais,60,
11105100,1995,1108041,ELETROMAGNETISMO II,I,Normais,60,
11105100,1995,1305253,ENADE/CONCLUINTE,I,Normais,0,
11105100,1995,1305254,ENADE/INGRESSANTE,I,Normais,0,
11105100,1995,1109010,EQUACOES DIFERENCIAIS LINEARES,I,Normais,60,
11105100,1995,1108046,ESTADO SOLIDO I,I,Normais,60,
11105100,1995,1108052,ESTADO SOLIDO II,I,Normais,60,
11105100,1995,1108048,ESTRUTURA DA MATERIA,I,Normais,90,
11105100,1995,1305194,EXAME NACIONAL DE CURSO,I,Normais,0,
11105100,1995,1108023,FÍSICA EXPERIMENTAL I,I,Normais,60,
11105100,1995,1108026,FÍSICA EXPERIMENTAL I,I,Normais,60,
11105100,1995,1108024,FÍSICA EXPERIMENTAL II,I,Normais,60,
11105100,1995,1108027,FÍSICA EXPERIMENTAL II,I,Normais,60,
11105100,1995,1108030,FÍSICA GERAL I,I,Normais,60,
11105100,1995,1108031,FÍSICA GERAL II,I,Normais,60,
11105100,1995,1108025,FÍSICA GERAL III,I,Normais,90,
11105100,1995,1108080,FÍSICA I,I,Normais,60,
11105100,1995,1108042,FÍSICA MATEMÁTICA I,I,Normais,90,
11105100,1995,1108043,FÍSICA MATEMÁTICA II,I,Normais,90,
11105100,1995,1307009,FRANCES,I,Normais,75,
11105100,1995,1304059,FUTEBOL DE CAMPO,I,Normais,30,
11105100,1995,1304172,FUTEBOL MASCULINO,I,Normais,30,
11105100,1995,1304055,FUTSAL,I,Normais,30,
11105100,1995,1304123,FUTSAL - FEM,I,Normais,30,
11105100,1995,1304022,GINASTICA - FEM,I,Normais,30,
11105100,1995,1304010,GINASTICA - MASC,I,Normais,30,
11105100,1995,1304117,GINASTICA MASC/FEM,I,Normais,30,
11105100,1995,1304026,HANDEBOL - FEM,I,Normais,30,
11105100,1995,1304014,HANDEBOL - MASC,I,Normais,30,
11105100,1995,1307011,INGLES,I,Normais,75,
11105100,1995,1411001,INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO,I,Normais,60,
11105100,1995,1108053,INTRODUÇÃO À ESPECTROSCOPIA,I,Normais,90,
11105100,1995,1108047,INTRODUÇÃO À FÍSICA NUCLEAR,I,Normais,60,
11105100,1995,1108037,INTRODUÇÃO À ÓTICA,I,Normais,60,
11105100,1995,1304060,JUDO - FEM,I,Normais,30,
11105100,1995,1304173,JUDO - MASC/FEM,I,Normais,30,
11105100,1995,1108055,LABORATÓRIO DE FÍSICA MODERNA,I,Normais,60,
11105100,1995,1307045,LINGUA PORTUGUESA,I,Normais,75,
11105100,1995,1305024,MATRICULA INSTITUCIONAL,I,Normais,0,
11105100,1995,1305193,MATRICULA TRANCADA,I,Normais,0,
11105100,1995,1108038,MECÂNICA CLÁSSICA I,I,Normais,60,
11105100,1995,1108039,MECÂNICA CLÁSSICA II,I,Normais,60,
11105100,1995,1501037,MECÂNICA DOS FLUIDOS,I,Normais,60,
11105100,1995,1108044,MECÂNICA ESTATÍSTICA I,I,Normais,90,
11105100,1995,1108051,MECÂNICA ESTATÍSTICA II,I,Normais,90,
11105100,1995,1108028,MECÂNICA GERAL I,I,Normais,90,
11105100,1995,1108098,MECÂNICA GERAL I,I,Normais,60,
11105100,1995,1108045,MECÂNICA QUÂNTICA I,I,Normais,90,
11105100,1995,1108049,MECÂNICA QUÂNTICA II,I,Normais,90,
11105100,1995,1501003,METEOROLOGIA BASICA,I,Normais,60,
